recorded_at,nvidia_timestamp,name,driver_version,pstate,temperature_c,gpu_util_percent,memory_used_mib,memory_total_mib,power_w,power_limit_w,graphics_clock_mhz,memory_clock_mhz,pcie_generation,pcie_width
2026-09-01T10:38:29.3899405+07:00,2026/09/01 10:38:29.420, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 452, 8151, 8.53, 145.00, 255, 405, 1, 8
2026-09-01T10:38:34.4432152+07:00,2026/09/01 10:38:34.474, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 461, 8151, 8.39, 145.00, 210, 405, 1, 8
2026-09-01T10:38:39.5119035+07:00,2026/09/01 10:38:39.542, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 461, 8151, 8.51, 145.00, 232, 405, 1, 8
2026-09-01T10:38:44.5631930+07:00,2026/09/01 10:38:44.594, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 461, 8151, 8.41, 145.00, 210, 405, 1, 8
2026-09-01T10:38:49.6755465+07:00,2026/09/01 10:38:49.706, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 1, 562, 8151, 11.20, 145.00, 742, 810, 2, 8
2026-09-01T10:38:54.7264921+07:00,2026/09/01 10:38:54.757, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 532, 8151, 9.03, 145.00, 315, 405, 1, 8
2026-09-01T10:38:59.7791753+07:00,2026/09/01 10:38:59.810, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 1, 540, 8151, 9.08, 145.00, 352, 405, 1, 8
2026-09-01T10:39:04.8300973+07:00,2026/09/01 10:39:04.860, NVIDIA GeForce RTX 5060, 591.86, P5, 30, 2, 541, 8151, 11.13, 145.00, 562, 810, 1, 8
2026-09-01T10:39:09.8818674+07:00,2026/09/01 10:39:09.912, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 1, 513, 8151, 12.39, 145.00, 570, 810, 2, 8
2026-09-01T10:39:14.9375482+07:00,2026/09/01 10:39:14.980, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 513, 8151, 10.02, 145.00, 442, 405, 1, 8
2026-09-01T10:39:20.0939494+07:00,2026/09/01 10:39:20.125, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 0, 514, 8151, 23.13, 145.00, 2527, 14201, 4, 8
2026-09-01T10:39:25.1464848+07:00,2026/09/01 10:39:25.177, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 1, 515, 8151, 20.63, 145.00, 2550, 14201, 4, 8
2026-09-01T10:39:30.1990197+07:00,2026/09/01 10:39:30.230, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 515, 8151, 9.89, 145.00, 472, 405, 1, 8
2026-09-01T10:39:35.2517528+07:00,2026/09/01 10:39:35.282, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 516, 8151, 9.69, 145.00, 435, 405, 1, 8
2026-09-01T10:39:40.3049616+07:00,2026/09/01 10:39:40.335, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 2, 540, 8151, 10.23, 145.00, 412, 405, 1, 8
2026-09-01T10:39:45.3617514+07:00,2026/09/01 10:39:45.434, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 530, 8151, 9.26, 145.00, 405, 405, 1, 8
2026-09-01T10:39:50.7039744+07:00,2026/09/01 10:39:50.734, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 516, 8151, 9.61, 145.00, 390, 405, 1, 8
2026-09-01T10:39:55.7546173+07:00,2026/09/01 10:39:55.801, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 494, 8151, 9.28, 145.00, 495, 405, 1, 8
2026-09-01T10:40:00.8341219+07:00,2026/09/01 10:40:00.865, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 1, 480, 8151, 8.27, 145.00, 225, 405, 1, 8
2026-09-01T10:40:05.8832925+07:00,2026/09/01 10:40:05.914, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 480, 8151, 7.90, 145.00, 210, 405, 1, 8
2026-09-01T10:40:10.9333658+07:00,2026/09/01 10:40:10.963, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 481, 8151, 8.19, 145.00, 210, 405, 1, 8
2026-09-01T10:40:15.9833295+07:00,2026/09/01 10:40:16.014, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 481, 8151, 7.74, 145.00, 210, 405, 1, 8
2026-09-01T10:40:21.0952210+07:00,2026/09/01 10:40:21.125, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 481, 8151, 8.26, 145.00, 210, 405, 1, 8
2026-09-01T10:40:26.1459106+07:00,2026/09/01 10:40:26.176, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 475, 8151, 8.44, 145.00, 210, 405, 1, 8
2026-09-01T10:40:31.1943199+07:00,2026/09/01 10:40:31.225, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 2, 512, 8151, 8.77, 145.00, 495, 405, 1, 8
2026-09-01T10:40:36.2452510+07:00,2026/09/01 10:40:36.275, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 0, 522, 8151, 12.68, 145.00, 450, 810, 2, 8
2026-09-01T10:40:41.2948894+07:00,2026/09/01 10:40:41.325, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 1, 481, 8151, 15.65, 145.00, 570, 810, 2, 8
2026-09-01T10:40:46.3456436+07:00,2026/09/01 10:40:46.376, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 483, 8151, 9.00, 145.00, 337, 405, 1, 8
2026-09-01T10:40:51.4587763+07:00,2026/09/01 10:40:51.489, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 480, 8151, 8.59, 145.00, 210, 405, 1, 8
2026-09-01T10:40:56.5109840+07:00,2026/09/01 10:40:56.541, NVIDIA GeForce RTX 5060, 591.86, P3, 31, 0, 495, 8151, 20.70, 145.00, 900, 7001, 4, 8
2026-09-01T10:41:01.5622879+07:00,2026/09/01 10:41:01.593, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 493, 8151, 8.51, 145.00, 210, 405, 1, 8
2026-09-01T10:41:06.6116831+07:00,2026/09/01 10:41:06.642, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 493, 8151, 8.60, 145.00, 210, 405, 1, 8
2026-09-01T10:41:11.6625769+07:00,2026/09/01 10:41:11.693, NVIDIA GeForce RTX 5060, 591.86, P5, 32, 1, 552, 8151, 12.33, 145.00, 637, 810, 2, 8
2026-09-01T10:41:16.7114692+07:00,2026/09/01 10:41:16.741, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 578, 8151, 9.62, 145.00, 322, 405, 1, 8
2026-09-01T10:41:21.8368600+07:00,2026/09/01 10:41:21.867, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 0, 575, 8151, 12.79, 145.00, 420, 810, 2, 8
2026-09-01T10:41:26.8870236+07:00,2026/09/01 10:41:26.918, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 568, 8151, 8.46, 145.00, 210, 405, 1, 8
2026-09-01T10:41:31.9371543+07:00,2026/09/01 10:41:31.968, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 563, 8151, 8.59, 145.00, 210, 405, 1, 8
2026-09-01T10:41:36.9865838+07:00,2026/09/01 10:41:37.017, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 565, 8151, 8.54, 145.00, 210, 405, 1, 8
2026-09-01T10:41:42.0346032+07:00,2026/09/01 10:41:42.065, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 563, 8151, 8.54, 145.00, 232, 405, 1, 8
2026-09-01T10:41:47.0831488+07:00,2026/09/01 10:41:47.114, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 563, 8151, 8.56, 145.00, 225, 405, 1, 8
2026-09-01T10:41:52.2107399+07:00,2026/09/01 10:41:52.241, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 567, 8151, 8.55, 145.00, 225, 405, 1, 8
2026-09-01T10:41:57.2608796+07:00,2026/09/01 10:41:57.291, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 574, 8151, 9.35, 145.00, 352, 405, 1, 8
2026-09-01T10:42:02.3099618+07:00,2026/09/01 10:42:02.340, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 0, 575, 8151, 22.97, 145.00, 2512, 14201, 4, 8
2026-09-01T10:42:07.3579061+07:00,2026/09/01 10:42:07.388, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 0, 593, 8151, 22.65, 145.00, 2520, 14201, 4, 8
2026-09-01T10:42:12.4067681+07:00,2026/09/01 10:42:12.437, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 579, 8151, 8.36, 145.00, 225, 405, 1, 8
2026-09-01T10:42:17.4577117+07:00,2026/09/01 10:42:17.503, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.39, 145.00, 210, 405, 1, 8
2026-09-01T10:42:22.5844065+07:00,2026/09/01 10:42:22.615, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.43, 145.00, 232, 405, 1, 8
2026-09-01T10:42:27.6340824+07:00,2026/09/01 10:42:27.680, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.51, 145.00, 210, 405, 1, 8
2026-09-01T10:42:32.6987126+07:00,2026/09/01 10:42:32.729, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.64, 145.00, 210, 405, 1, 8
2026-09-01T10:42:37.7504188+07:00,2026/09/01 10:42:37.781, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.65, 145.00, 225, 405, 1, 8
2026-09-01T10:42:42.8011236+07:00,2026/09/01 10:42:42.832, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.54, 145.00, 210, 405, 1, 8
2026-09-01T10:42:47.8526001+07:00,2026/09/01 10:42:47.883, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.56, 145.00, 232, 405, 1, 8
2026-09-01T10:42:52.9670915+07:00,2026/09/01 10:42:52.998, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.48, 145.00, 210, 405, 1, 8
2026-09-01T10:42:58.0175741+07:00,2026/09/01 10:42:58.063, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.54, 145.00, 225, 405, 1, 8
2026-09-01T10:43:03.0832921+07:00,2026/09/01 10:43:03.114, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.58, 145.00, 210, 405, 1, 8
2026-09-01T10:43:08.1342514+07:00,2026/09/01 10:43:08.165, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 0, 570, 8151, 16.98, 145.00, 2512, 14201, 4, 8
2026-09-01T10:43:13.1850699+07:00,2026/09/01 10:43:13.216, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 0, 570, 8151, 22.57, 145.00, 2520, 14201, 4, 8
2026-09-01T10:43:18.2361514+07:00,2026/09/01 10:43:18.267, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.69, 145.00, 210, 405, 1, 8
2026-09-01T10:43:23.3486381+07:00,2026/09/01 10:43:23.379, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.76, 145.00, 232, 405, 1, 8
2026-09-01T10:43:28.4002269+07:00,2026/09/01 10:43:28.446, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.72, 145.00, 210, 405, 1, 8
2026-09-01T10:43:33.4656174+07:00,2026/09/01 10:43:33.496, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.59, 145.00, 225, 405, 1, 8
2026-09-01T10:43:38.5168898+07:00,2026/09/01 10:43:38.563, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.49, 145.00, 210, 405, 1, 8
2026-09-01T10:43:43.5839468+07:00,2026/09/01 10:43:43.645, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.47, 145.00, 210, 405, 1, 8
2026-09-01T10:43:48.6647385+07:00,2026/09/01 10:43:48.695, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.66, 145.00, 225, 405, 1, 8
2026-09-01T10:43:53.7764902+07:00,2026/09/01 10:43:53.807, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.57, 145.00, 210, 405, 1, 8
2026-09-01T10:43:58.8427971+07:00,2026/09/01 10:43:58.873, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.63, 145.00, 232, 405, 1, 8
2026-09-01T10:44:03.9082621+07:00,2026/09/01 10:44:03.939, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.55, 145.00, 210, 405, 1, 8
2026-09-01T10:44:08.9580562+07:00,2026/09/01 10:44:08.989, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.50, 145.00, 225, 405, 1, 8
2026-09-01T10:44:14.0093576+07:00,2026/09/01 10:44:14.040, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.48, 145.00, 210, 405, 1, 8
2026-09-01T10:44:19.0596395+07:00,2026/09/01 10:44:19.090, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.39, 145.00, 210, 405, 1, 8
2026-09-01T10:44:24.1733705+07:00,2026/09/01 10:44:24.204, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.60, 145.00, 225, 405, 1, 8
2026-09-01T10:44:29.2246599+07:00,2026/09/01 10:44:29.270, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.69, 145.00, 210, 405, 1, 8
2026-09-01T10:44:34.2911593+07:00,2026/09/01 10:44:34.322, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.69, 145.00, 232, 405, 1, 8
2026-09-01T10:44:39.3428052+07:00,2026/09/01 10:44:39.373, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.62, 145.00, 210, 405, 1, 8
2026-09-01T10:44:44.3919225+07:00,2026/09/01 10:44:44.422, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.63, 145.00, 232, 405, 1, 8
2026-09-01T10:44:49.4430717+07:00,2026/09/01 10:44:49.474, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.63, 145.00, 210, 405, 1, 8
2026-09-01T10:44:54.5576538+07:00,2026/09/01 10:44:54.588, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.82, 145.00, 210, 405, 1, 8
2026-09-01T10:44:59.6087909+07:00,2026/09/01 10:44:59.639, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 570, 8151, 8.68, 145.00, 225, 405, 1, 8
2026-09-01T10:45:04.6746607+07:00,2026/09/01 10:45:04.705, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 579, 8151, 8.79, 145.00, 210, 405, 1, 8
2026-09-01T10:45:09.7239963+07:00,2026/09/01 10:45:09.754, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 636, 8151, 8.47, 145.00, 247, 405, 1, 8
2026-09-01T10:45:14.7905812+07:00,2026/09/01 10:45:14.821, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 692, 8151, 9.55, 145.00, 450, 405, 1, 8
2026-09-01T10:45:19.8403639+07:00,2026/09/01 10:45:19.886, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 598, 8151, 8.52, 145.00, 210, 405, 1, 8
2026-09-01T10:45:24.9821309+07:00,2026/09/01 10:45:25.027, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 598, 8151, 8.31, 145.00, 255, 405, 1, 8
2026-09-01T10:45:30.0443786+07:00,2026/09/01 10:45:30.075, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 599, 8151, 8.08, 145.00, 262, 405, 1, 8
2026-09-01T10:45:35.0948525+07:00,2026/09/01 10:45:35.125, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 599, 8151, 8.25, 145.00, 210, 405, 1, 8
2026-09-01T10:45:40.1454170+07:00,2026/09/01 10:45:40.176, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 598, 8151, 8.51, 145.00, 210, 405, 1, 8
2026-09-01T10:45:45.2082141+07:00,2026/09/01 10:45:45.253, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 595, 8151, 8.10, 145.00, 210, 405, 1, 8
2026-09-01T10:45:50.2638487+07:00,2026/09/01 10:45:50.294, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 595, 8151, 8.28, 145.00, 210, 405, 1, 8
2026-09-01T10:45:55.3720067+07:00,2026/09/01 10:45:55.418, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 595, 8151, 8.13, 145.00, 202, 405, 1, 8
2026-09-01T10:46:00.4373071+07:00,2026/09/01 10:46:00.468, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 595, 8151, 8.10, 145.00, 210, 405, 1, 8
2026-09-01T10:46:05.4860650+07:00,2026/09/01 10:46:05.517, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 595, 8151, 8.24, 145.00, 210, 405, 1, 8
2026-09-01T10:46:10.5360356+07:00,2026/09/01 10:46:10.567, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.19, 145.00, 210, 405, 1, 8
2026-09-01T10:46:15.6009909+07:00,2026/09/01 10:46:15.631, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.19, 145.00, 210, 405, 1, 8
2026-09-01T10:46:20.6497731+07:00,2026/09/01 10:46:20.680, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.12, 145.00, 210, 405, 1, 8
2026-09-01T10:46:25.7627302+07:00,2026/09/01 10:46:25.793, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.13, 145.00, 210, 405, 1, 8
2026-09-01T10:46:30.8125051+07:00,2026/09/01 10:46:30.843, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 7.97, 145.00, 210, 405, 1, 8
2026-09-01T10:46:35.8643594+07:00,2026/09/01 10:46:35.895, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 7.99, 145.00, 210, 405, 1, 8
2026-09-01T10:46:40.9145582+07:00,2026/09/01 10:46:40.945, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.46, 145.00, 210, 405, 1, 8
2026-09-01T10:46:45.9655918+07:00,2026/09/01 10:46:45.996, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.07, 145.00, 210, 405, 1, 8
2026-09-01T10:46:51.0273019+07:00,2026/09/01 10:46:51.058, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.09, 145.00, 210, 405, 1, 8
2026-09-01T10:46:56.1335598+07:00,2026/09/01 10:46:56.164, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.11, 145.00, 210, 405, 1, 8
2026-09-01T10:47:01.1721568+07:00,2026/09/01 10:47:01.202, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.48, 145.00, 240, 405, 1, 8
2026-09-01T10:47:06.2114855+07:00,2026/09/01 10:47:06.242, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.83, 145.00, 210, 405, 1, 8
2026-09-01T10:47:11.2518873+07:00,2026/09/01 10:47:11.282, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.30, 145.00, 210, 405, 1, 8
2026-09-01T10:47:16.2908453+07:00,2026/09/01 10:47:16.321, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.30, 145.00, 210, 405, 1, 8
2026-09-01T10:47:21.3406256+07:00,2026/09/01 10:47:21.371, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.29, 145.00, 210, 405, 1, 8
2026-09-01T10:47:26.4710193+07:00,2026/09/01 10:47:26.501, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.29, 145.00, 210, 405, 1, 8
2026-09-01T10:47:31.5130264+07:00,2026/09/01 10:47:31.543, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 593, 8151, 8.39, 145.00, 202, 405, 1, 8
2026-09-01T10:47:36.5623246+07:00,2026/09/01 10:47:36.593, NVIDIA GeForce RTX 5060, 591.86, P8, 30, 0, 591, 8151, 8.59, 145.00, 210, 405, 1, 8
2026-09-01T10:47:41.6017839+07:00,2026/09/01 10:47:41.632, NVIDIA GeForce RTX 5060, 591.86, P0, 31, 1, 654, 8151, 13.13, 145.00, 727, 14201, 4, 8
2026-09-01T10:47:46.6424078+07:00,2026/09/01 10:47:46.673, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 1, 664, 8151, 12.63, 145.00, 547, 810, 2, 8
2026-09-01T10:47:51.6828645+07:00,2026/09/01 10:47:51.713, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 3, 641, 8151, 10.53, 145.00, 525, 405, 1, 8
2026-09-01T10:47:56.8479291+07:00,2026/09/01 10:47:56.878, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 605, 8151, 10.14, 145.00, 397, 405, 1, 8
2026-09-01T10:48:01.8928519+07:00,2026/09/01 10:48:02.340, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 1, 685, 8151, 23.79, 145.00, 2557, 14201, 4, 8
2026-09-01T10:48:07.4205981+07:00,2026/09/01 10:48:07.843, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 4, 690, 8151, 10.39, 145.00, 645, 405, 1, 8
2026-09-01T10:48:14.3634147+07:00,2026/09/01 10:48:16.893, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 4, 727, 8151, 23.50, 145.00, 2572, 14201, 4, 8
2026-09-01T10:48:22.2102107+07:00,2026/09/01 10:48:22.844, NVIDIA GeForce RTX 5060, 591.86, P0, 33, 2, 725, 8151, 23.81, 145.00, 2572, 14201, 4, 8
2026-09-01T10:48:28.0676384+07:00,2026/09/01 10:48:28.470, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 729, 8151, 8.78, 145.00, 232, 405, 1, 8
2026-09-01T10:48:33.5230331+07:00,2026/09/01 10:48:33.553, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 1, 701, 8151, 8.85, 145.00, 232, 405, 1, 8
2026-09-01T10:48:38.5701270+07:00,2026/09/01 10:48:38.601, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 699, 8151, 8.52, 145.00, 210, 405, 1, 8
2026-09-01T10:48:43.6086029+07:00,2026/09/01 10:48:43.639, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 699, 8151, 8.46, 145.00, 210, 405, 1, 8
2026-09-01T10:48:48.6467628+07:00,2026/09/01 10:48:48.677, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 700, 8151, 9.03, 145.00, 210, 405, 1, 8
2026-09-01T10:48:53.6846596+07:00,2026/09/01 10:48:53.715, NVIDIA GeForce RTX 5060, 591.86, P0, 32, 1, 716, 8151, 11.01, 145.00, 577, 14201, 4, 8
2026-09-01T10:48:58.7931970+07:00,2026/09/01 10:48:58.823, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 0, 710, 8151, 10.08, 145.00, 240, 810, 2, 8
2026-09-01T10:49:03.8327815+07:00,2026/09/01 10:49:03.863, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 3, 710, 8151, 12.59, 145.00, 630, 810, 2, 8
2026-09-01T10:49:08.8726931+07:00,2026/09/01 10:49:08.919, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 707, 8151, 8.12, 145.00, 210, 405, 1, 8
2026-09-01T10:49:13.9516675+07:00,2026/09/01 10:49:13.998, NVIDIA GeForce RTX 5060, 591.86, P5, 31, 0, 707, 8151, 9.84, 145.00, 502, 810, 2, 8
2026-09-01T10:49:19.0167062+07:00,2026/09/01 10:49:19.063, NVIDIA GeForce RTX 5060, 591.86, P8, 31, 0, 707, 8151, 8.28, 145.00, 300, 810, 1, 8
